semantic_portrait_id,transport_profile_id,activity,member_count,slot_names,channels,formulas,notes,shader_slots
SEM_944818A3998F8980,LINEAR_RGBA_BC3,active,22,WrinkleMaskSampler_0 | WrinkleMaskSampler_1 | WrinkleMaskSampler_2 | WrinkleMaskSampler_3 | WrinkleMaskSampler_4 | WrinkleMaskSampler_5,"{""RGBA"": ""Четыре независимые маски, dot с runtime wrinkleMaskStrengths.""}",,,ped_wrinkle.sps > WrinkleMaskSampler_0 | ped_wrinkle.sps > WrinkleMaskSampler_1 | ped_wrinkle.sps > WrinkleMaskSampler_2 | ped_wrinkle.sps > WrinkleMaskSampler_3 | ped_wrinkle_cloth.sps > WrinkleMaskSampler_0 | ped_wrinkle_cloth.sps > WrinkleMaskSampler_1 | ped_wrinkle_cloth.sps > WrinkleMaskSampler_2 | ped_wrinkle_cloth.sps > WrinkleMaskSampler_3 | ped_wrinkle_cloth_enveff.sps > WrinkleMaskSampler_0 | ped_wrinkle_cloth_enveff.sps > WrinkleMaskSampler_1 | ped_wrinkle_cloth_enveff.sps > WrinkleMaskSampler_2 | ped_wrinkle_cloth_enveff.sps > WrinkleMaskSampler_3 | ped_wrinkle_cs.sps > WrinkleMaskSampler_0 | ped_wrinkle_cs.sps > WrinkleMaskSampler_1 | ped_wrinkle_cs.sps > WrinkleMaskSampler_2 | ped_wrinkle_cs.sps > WrinkleMaskSampler_3 | ped_wrinkle_cs.sps > WrinkleMaskSampler_4 | ped_wrinkle_cs.sps > WrinkleMaskSampler_5 | ped_wrinkle_enveff.sps > WrinkleMaskSampler_0 | ped_wrinkle_enveff.sps > WrinkleMaskSampler_1 | ped_wrinkle_enveff.sps > WrinkleMaskSampler_2 | ped_wrinkle_enveff.sps > WrinkleMaskSampler_3
SEM_94A6CC649B7B52CB,DIFFUSE_RGBA_AUTO,active,1,DiffuseSampler,"{""A"": ""Маска эмиссии и surface alpha; в additive-вариантах также формирует premultiplied source color."", ""RGB"": ""Базовый цвет поверхности. Для TNT дополнительно умножается на RGB выбранной палитры.""}","emissive = DiffuseSampler.A × emissiveMultiplier × runtime(gEmissiveScale) × Colour0.B | specMult = 1 − dot(DiffuseSampler.RGB, (0.2125,0.7154,0.0721)); specIntensity=specMult×specularIntensityMult; specFalloff=specMult×specularFalloffMult | surface_alpha = DiffuseSampler.A × Colour0.A",,emissive_speclum.sps > DiffuseSampler
SEM_94B8560FC0A4B5BC,LINEAR_R_OR_RG_BC5,active,1,highDetailSampler,"{""GBA"": ""Не используются."", ""R"": ""Микродеталь облака.""}",,,sky_system.sps > highDetailSampler
SEM_95A5EECD1DF2B105,DIFFUSE_RGBA_AUTO,active,1,DiffuseSampler,"{""A"": ""Surface alpha; в CUTOUT также источник alpha-test."", ""RGB"": ""Базовый цвет поверхности. DXBC не доказывает transfer-функцию исходного DDS.""}","albedo=Diffuse.RGB×lerp(1,instanceColor.RGB,Colour1.R) | surface_alpha = DiffuseSampler.A × Colour0.A; затем runtime умножает globalAlpha",,normal_spec_batch.sps > DiffuseSampler
SEM_9612F9D0C224D839,NORMAL_XY_AUTO,active,1,BumpSampler,"{""A"": ""Не читается проверенным normal decode."", ""B"": ""Не читается проверенным normal decode; Z восстанавливается из X/Y."", ""G"": ""Компонента Y касательного пространства: 2·G−1."", ""R"": ""Компонента X касательного пространства: 2·R−1.""}","nx=(2×BumpSampler.R−1)×max(bumpiness,0.001); ny=(2×BumpSampler.G−1)×max(bumpiness,0.001); nz=sqrt(abs(1−nx²−ny²))",,normal_spec_emissive.sps > BumpSampler
SEM_98D25017590B50F1,TODO_SPECIAL_SPEC_BA,active,6,SpecSampler,"{""A"": ""В основном deferred mesh-пути не является обычным falloff-каналом."", ""B"": ""Участвует в vehicle dirt/spec взаимодействии; это не свободный цветной spec."", ""G"": ""Квадратичная gloss/shape-компонента собственного mesh-spec пути."", ""R"": ""Квадратичная intensity-компонента дополнительного vehicle-spec.""}",Iчасть∝R²·Colour0.R; gloss/shapeчасть∝G²; B участвует в dirt/spec; A не является стандартным falloff,,vehicle_mesh.sps > SpecSampler | vehicle_mesh2_enveff.sps > SpecSampler | vehicle_mesh_enveff.sps > SpecSampler | vehicle_shuts.sps > SpecSampler | vehicle_tire.sps > SpecSampler | vehicle_tire_emissive.sps > SpecSampler
SEM_9B2FFD437A334725,DIFFUSE_RGBA_AUTO,active,24,DiffuseSampler,"{""A"": ""Surface alpha; в CUTOUT также источник alpha-test."", ""RGB"": ""Базовый цвет поверхности. DXBC не доказывает transfer-функцию исходного DDS.""}",surface_alpha = DiffuseSampler.A × Colour0.A; затем runtime умножает globalAlpha,,alpha.sps > DiffuseSampler | cutout.sps > DiffuseSampler | cutout_fence.sps > DiffuseSampler | cutout_fence_normal.sps > DiffuseSampler | cutout_hard.sps > DiffuseSampler | default.sps > DiffuseSampler | default_noedge.sps > DiffuseSampler | default_spec.sps > DiffuseSampler | gta_default.sps > DiffuseSampler | gta_normal.sps > DiffuseSampler | gta_spec.sps > DiffuseSampler | normal.sps > DiffuseSampler | normal_alpha.sps > DiffuseSampler | normal_cutout.sps > DiffuseSampler | normal_screendooralpha.sps > DiffuseSampler | normal_spec.sps > DiffuseSampler | normal_spec_alpha.sps > DiffuseSampler | normal_spec_cutout.sps > DiffuseSampler | normal_spec_screendooralpha.sps > DiffuseSampler | spec.sps > DiffuseSampler | spec_alpha.sps > DiffuseSampler | spec_const.sps > DiffuseSampler | spec_screendooralpha.sps > DiffuseSampler | water_decal.sps > DiffuseSampler
SEM_9B724B7F82174909,DIFFUSE_RGBA_AUTO,active,1,DiffuseSampler,"{""A"": ""Дискретный индекс DiffPal: byte-коды 32…160 дают u=(code−32)/128; вне диапазона сохраняется базовый цвет."", ""RGB"": ""Базовый цвет/цвет эмиссии. Освещённое ядро оружия использует цвет после palette/tint-коррекции и возведения RGB в квадрат.""}","D_lit.rgb = adjustedDiffuse.rgb² | code=floor(Diffuse.A·255.01); u=(code−32)/128; pal=DiffPal(u,paletteSelector)",Преобразование raw texture-byte в shader sample происходит вне DXBC и здесь не доказано.,weapon_normal_spec_detail_palette.sps > DiffuseSampler
SEM_9B853EDD8972E70F,NORMAL_XY_AUTO,active,2,BumpSampler_layer0 | BumpSampler_layer1,"{""A"": ""Не отдельная художественная маска; физическая упаковка normal map зависит от формата текстуры."", ""RGB"": ""Тангенсная нормаль после GTA-декодирования; X/Y задают наклон, Z восстанавливается/нормализуется.""}","blend = height-aware(Texture0.A, Texture1.A, lookup.RG)",,blend_2lyr.sps > BumpSampler_layer0 | blend_2lyr.sps > BumpSampler_layer1
SEM_9BB09D3A4D00B8BF,LINEAR_RGBA_BC3,active,1,SpecSampler,"{""A"": ""Линейный gloss/falloff input перед specularFalloffMult."", ""B"": ""Третий scalar spec-сигнал; остаётся линейным."", ""G"": ""Второй scalar spec-сигнал; перед mask возводится в квадрат."", ""R"": ""Первый scalar spec-сигнал; перед mask возводится в квадрат.""}","rawFalloff = SpecSampler.A × specularFalloffMult | specSignal=dot((SpecSampler.R²,SpecSampler.G²,SpecSampler.B),specMapIntMask); specIntensity=saturate(specSignal×specularIntensityMult)",,normal_spec_emissive.sps > SpecSampler
SEM_9BB939E15D07C70E,DIFFUSE_RGBA_AUTO,active,2,DiffuseSampler,"{""A"": ""Дискретный индекс DiffPal: byte-коды 32…160 дают u=(code−32)/128; вне диапазона сохраняется базовый цвет."", ""RGB"": ""Базовый цвет/цвет эмиссии. Освещённое ядро оружия использует цвет после palette/tint-коррекции и возведения RGB в квадрат.""}","D_lit.rgb = adjustedDiffuse.rgb² | code=floor(Diffuse.A·255.01); u=(code−32)/128; pal=DiffPal(u,paletteSelector) | hard=(alpha−alphaRef)/((1−alphaRef)·0.1); alpha=lerp(alpha,hard,HardAlphaBlend)",Преобразование raw texture-byte в shader sample происходит вне DXBC и здесь не доказано.,weapon_normal_spec_cutout_palette.sps > DiffuseSampler | weapon_normal_spec_palette.sps > DiffuseSampler
SEM_9F03611A8233454C,PALETTE_RGBA8,active,2,TintPaletteSampler,"{""A"": ""Compiler-unused в проверенных основных P16 palette-программах."", ""RGB"": ""RGB-множитель albedo, выбранный через Colour0.B и tintPaletteSelector.X.""}","albedo.RGB = DiffuseSampler.RGB × TintPaletteSampler.RGB | tint = TintPaletteSampler(U=Colour0.B, V=tintPaletteSelector.X)",,emissive_alpha_tnt.sps > TintPaletteSampler | emissive_tnt.sps > TintPaletteSampler
SEM_A3FBCB161346582D,COLOR_RGB_BC1,active,11,SnowSampler1,"{""A"": ""Независимое использование A в проверенном deferred-пути не найдено."", ""RGB"": ""Цвет нижнего/верхнего environment-effect слоя.""}",,,vehicle_mesh2_enveff.sps > SnowSampler1 | vehicle_mesh_enveff.sps > SnowSampler1 | vehicle_paint1_enveff.sps > SnowSampler1 | vehicle_paint2_enveff.sps > SnowSampler1 | vehicle_paint3_enveff.sps > SnowSampler1 | vehicle_paint4_enveff.sps > SnowSampler1 | vehicle_paint5_enveff.sps > SnowSampler1 | vehicle_paint6_enveff.sps > SnowSampler1 | vehicle_paint7_enveff.sps > SnowSampler1 | vehicle_paint8.sps > SnowSampler1 | vehicle_paint9.sps > SnowSampler1
SEM_A4B9A802748E4768,DIFFUSE_RGBA_AUTO,active,4,DiffuseSampler,"{""A"": ""Покрытие/cutout-маска."", ""RGB"": ""Цвет травы.""}",,,grass.sps > DiffuseSampler | grass_batch.sps > DiffuseSampler | grass_fur.sps > DiffuseSampler | grass_fur_mask.sps > DiffuseSampler
SEM_A9FCFF50CDC575D9,DIFFUSE_RGBA_AUTO,active,1,DiffuseSampler,"{""A"": ""Маска эмиссии; в alpha-capable passes также задаёт непрозрачность поверхности."", ""RGB"": ""Базовый цвет/цвет эмиссии.""}","E = emissiveMultiplier·Diffuse.A·gEmissiveScale; RGB = Diffuse.RGB·tint.RGB | hard=(alpha−alphaRef)/((1−alphaRef)·0.1); alpha=lerp(alpha,hard,HardAlphaBlend)",,weapon_emissive_tnt.sps > DiffuseSampler
SEM_AAB9681C5ED121B4,DIFFUSE_RGBA_AUTO,active,27,DiffuseSampler,"{""A"": ""Альфа поверхности; в palette-перестановках может быть дискретным индексом палитры."", ""RGB"": ""Цвет поверхности.""}",,,ped.sps > DiffuseSampler | ped_alpha.sps > DiffuseSampler | ped_cloth.sps > DiffuseSampler | ped_cloth_enveff.sps > DiffuseSampler | ped_decal.sps > DiffuseSampler | ped_decal_decoration.sps > DiffuseSampler | ped_decal_expensive.sps > DiffuseSampler | ped_decal_nodiff.sps > DiffuseSampler | ped_default.sps > DiffuseSampler | ped_default_cloth.sps > DiffuseSampler | ped_default_cutout.sps > DiffuseSampler | ped_default_enveff.sps > DiffuseSampler | ped_default_mp.sps > DiffuseSampler | ped_default_palette.sps > DiffuseSampler | ped_emissive.sps > DiffuseSampler | ped_enveff.sps > DiffuseSampler | ped_fur.sps > DiffuseSampler | ped_hair_cutout_alpha.sps > DiffuseSampler | ped_hair_cutout_alpha_cloth.sps > DiffuseSampler | ped_hair_spiked.sps > DiffuseSampler | ped_nopeddamagedecals.sps > DiffuseSampler | ped_palette.sps > DiffuseSampler | ped_wrinkle.sps > DiffuseSampler | ped_wrinkle_cloth.sps > DiffuseSampler | ped_wrinkle_cloth_enveff.sps > DiffuseSampler | ped_wrinkle_cs.sps > DiffuseSampler | ped_wrinkle_enveff.sps > DiffuseSampler
SEM_AAF0C8E463CB7FE0,LINEAR_RGBA_BC3,active,1,FoamSampler,"{""A"": ""Маска пены."", ""RGB"": ""Не задаёт видимый цвет пены; цвет приходит из освещения.""}",alpha = (Colour0.G × Foam.A)²,,water_riverfoam.sps > FoamSampler
SEM_AB00646FA560A535,DIFFUSE_RGBA_AUTO,active,2,DiffuseSampler,"{""A"": ""Маска эмиссии и surface alpha; в additive-вариантах также формирует premultiplied source color."", ""RGB"": ""Базовый цвет поверхности. Для TNT дополнительно умножается на RGB выбранной палитры.""}",emissive = DiffuseSampler.A × emissiveMultiplier × runtime(gEmissiveScale) × Colour0.B | source_rgb = DiffuseSampler.RGB × DiffuseSampler.A; blend = source_rgb×source_alpha + destination | surface_alpha = DiffuseSampler.A × Colour0.A,,emissive_additive_alpha.sps > DiffuseSampler | emissive_additive_uv_alpha.sps > DiffuseSampler
SEM_ADCA91AAC8552F7A,LINEAR_RGBA_BC3,active,14,SpecSampler,"{""A"": ""Линейный falloff/gloss input; умножается на specularFalloffMult."", ""B"": ""Третий скалярный spec-вклад; остаётся линейным."", ""G"": ""Второй скалярный spec-вклад; перед mask возводится в квадрат."", ""R"": ""Первый скалярный spec-вклад; перед mask возводится в квадрат.""}","Q=(R²,G²,B); I=dot(Q,specMapIntMask)·specularIntensityMult; P=A·specularFalloffMult; n=3·min(P,500)+558·max(P−500,0)",,cutout_spec_tnt.sps > SpecSampler | gta_spec.sps > SpecSampler | normal_spec.sps > SpecSampler | normal_spec_alpha.sps > SpecSampler | normal_spec_batch.sps > SpecSampler | normal_spec_cutout.sps > SpecSampler | normal_spec_cutout_tnt.sps > SpecSampler | normal_spec_screendooralpha.sps > SpecSampler | normal_spec_tnt.sps > SpecSampler | spec.sps > SpecSampler | spec_alpha.sps > SpecSampler | spec_screendooralpha.sps > SpecSampler | spec_tnt.sps > SpecSampler | spec_twiddle_tnt.sps > SpecSampler
SEM_B0126759817F411E,NORMAL_XY_AUTO,active,5,WrinkleSampler_A,"{""BA"": ""Не читаются в проверенном blend."", ""RG"": ""Целевая XY-нормаль A.""}",,,ped_wrinkle.sps > WrinkleSampler_A | ped_wrinkle_cloth.sps > WrinkleSampler_A | ped_wrinkle_cloth_enveff.sps > WrinkleSampler_A | ped_wrinkle_cs.sps > WrinkleSampler_A | ped_wrinkle_enveff.sps > WrinkleSampler_A
SEM_BB01E745D48E9FF5,LINEAR_RGB_BC1,active,1,NoiseSampler,"{""A"": ""В исследованном sky path отдельно не используется."", ""RGB"": ""Три процедурные шумовые компоненты неба.""}",,Служебная процедурная/engine-fed текстура.,sky_system.sps > NoiseSampler
SEM_BB4DA8CCAA2A4C2A,DIFFUSE_RGBA_AUTO,active,41,DiffuseSampler,"{""A"": ""Материальная alpha/coverage; у OPAQUE не превращает поверхность в прозрачную."", ""RGB"": ""Цвет поверхности; после tint/dirt/слоёв vehicle forward core использует его в квадрате.""}","C≈(Diffuse.rgb × tint × Colour0.R, после layer/dirt)^2",,vehicle_basic.sps > DiffuseSampler | vehicle_cloth.sps > DiffuseSampler | vehicle_cloth2.sps > DiffuseSampler | vehicle_dash_emissive_opaque.sps > DiffuseSampler | vehicle_decal2.sps > DiffuseSampler | vehicle_detail.sps > DiffuseSampler | vehicle_detail2.sps > DiffuseSampler | vehicle_emissive_opaque.sps > DiffuseSampler | vehicle_generic.sps > DiffuseSampler | vehicle_interior.sps > DiffuseSampler | vehicle_interior2.sps > DiffuseSampler | vehicle_mesh.sps > DiffuseSampler | vehicle_mesh2_enveff.sps > DiffuseSampler | vehicle_mesh_enveff.sps > DiffuseSampler | vehicle_nosplash.sps > DiffuseSampler | vehicle_nowater.sps > DiffuseSampler | vehicle_paint1.sps > DiffuseSampler | vehicle_paint1_enveff.sps > DiffuseSampler | vehicle_paint2.sps > DiffuseSampler | vehicle_paint2_enveff.sps > DiffuseSampler | vehicle_paint3.sps > DiffuseSampler | vehicle_paint3_enveff.sps > DiffuseSampler | vehicle_paint3_lvr.sps > DiffuseSampler | vehicle_paint4.sps > DiffuseSampler | vehicle_paint4_emissive.sps > DiffuseSampler | vehicle_paint4_enveff.sps > DiffuseSampler | vehicle_paint5_enveff.sps > DiffuseSampler | vehicle_paint6.sps > DiffuseSampler | vehicle_paint6_enveff.sps > DiffuseSampler | vehicle_paint7.sps > DiffuseSampler | vehicle_paint7_enveff.sps > DiffuseSampler | vehicle_paint8.sps > DiffuseSampler | vehicle_paint9.sps > DiffuseSampler | vehicle_shuts.sps > DiffuseSampler | vehicle_tire.sps > DiffuseSampler | vehicle_tire_emissive.sps > DiffuseSampler | vehicle_track.sps > DiffuseSampler | vehicle_track2.sps > DiffuseSampler | vehicle_track2_emissive.sps > DiffuseSampler | vehicle_track_ammo.sps > DiffuseSampler | vehicle_track_emissive.sps > DiffuseSampler
SEM_BC1FC7E4B6D69C43,NORMAL_XY_AUTO,active,19,BumpSampler,"{""A"": ""В проверенном normal decode не используется."", ""B"": ""В проверенном normal decode не используется; Z восстанавливается."", ""G"": ""Компонента Y касательного пространства: 2·G−1."", ""R"": ""Компонента X касательного пространства: 2·R−1.""}","q=2·BumpSampler.RG−1; z=sqrt(abs(1−dot(q,q))); N=normalize(T·q.x·b+B·q.y·b+Ngeo·z)",,cutout_fence_normal.sps > BumpSampler | gta_normal.sps > BumpSampler | normal.sps > BumpSampler | normal_alpha.sps > BumpSampler | normal_cutout.sps > BumpSampler | normal_cutout_tnt.sps > BumpSampler | normal_diffspec.sps > BumpSampler | normal_diffspec_tnt.sps > BumpSampler | normal_screendooralpha.sps > BumpSampler | normal_spec.sps > BumpSampler | normal_spec_alpha.sps > BumpSampler | normal_spec_batch.sps > BumpSampler | normal_spec_cutout.sps > BumpSampler | normal_spec_cutout_tnt.sps > BumpSampler | normal_spec_screendooralpha.sps > BumpSampler | normal_spec_tnt.sps > BumpSampler | normal_tnt.sps > BumpSampler | normal_tnt_alpha.sps > BumpSampler | water_decal.sps > BumpSampler
SEM_BC470E9CE43153F1,SKIP_ENGINE_RESOURCE,active,46,DamageSampler,"{""RGBA"": ""Скрытая сферически проецируемая vehicle damage-карта; packing и координаты принадлежат runtime, не mesh UV.""}",,,vehicle_badges.sps > DamageSampler | vehicle_basic.sps > DamageSampler | vehicle_cloth.sps > DamageSampler | vehicle_cloth2.sps > DamageSampler | vehicle_cutout.sps > DamageSampler | vehicle_dash_emissive.sps > DamageSampler | vehicle_dash_emissive_opaque.sps > DamageSampler | vehicle_decal.sps > DamageSampler | vehicle_decal2.sps > DamageSampler | vehicle_detail.sps > DamageSampler | vehicle_detail2.sps > DamageSampler | vehicle_emissive_alpha.sps > DamageSampler | vehicle_emissive_opaque.sps > DamageSampler | vehicle_generic.sps > DamageSampler | vehicle_interior.sps > DamageSampler | vehicle_interior2.sps > DamageSampler | vehicle_licenseplate.sps > DamageSampler | vehicle_lights.sps > DamageSampler | vehicle_lightsemissive.sps > DamageSampler | vehicle_lightsemissive_siren.sps > DamageSampler | vehicle_mesh.sps > DamageSampler | vehicle_mesh2_enveff.sps > DamageSampler | vehicle_mesh_enveff.sps > DamageSampler | vehicle_nosplash.sps > DamageSampler | vehicle_nowater.sps > DamageSampler | vehicle_paint1.sps > DamageSampler | vehicle_paint1_enveff.sps > DamageSampler | vehicle_paint2.sps > DamageSampler | vehicle_paint2_enveff.sps > DamageSampler | vehicle_paint3.sps > DamageSampler | vehicle_paint3_enveff.sps > DamageSampler | vehicle_paint3_lvr.sps > DamageSampler | vehicle_paint4.sps > DamageSampler | vehicle_paint4_emissive.sps > DamageSampler | vehicle_paint4_enveff.sps > DamageSampler | vehicle_paint5_enveff.sps > DamageSampler | vehicle_paint6.sps > DamageSampler | vehicle_paint6_enveff.sps > DamageSampler | vehicle_paint7.sps > DamageSampler | vehicle_paint7_enveff.sps > DamageSampler | vehicle_paint8.sps > DamageSampler | vehicle_paint9.sps > DamageSampler | vehicle_shuts.sps > DamageSampler | vehicle_track_siren.sps > DamageSampler | vehicle_vehglass.sps > DamageSampler | vehicle_vehglass_inner.sps > DamageSampler
SEM_BDCA6A9993EA6364,DIFFUSE_RGBA_AUTO,active,13,DiffuseSampler,"{""A"": ""Вход alpha/opacity поверхности; opaque bucket обычно сам по себе не превращает его в cutout."", ""RGB"": ""Базовый цвет/цвет эмиссии.""}",,,glass_normal_spec_reflect.sps > DiffuseSampler | glass_reflect.sps > DiffuseSampler | gta_reflect_alpha.sps > DiffuseSampler | normal_cubemap_reflect.sps > DiffuseSampler | normal_reflect_decal.sps > DiffuseSampler | normal_spec_cubemap_reflect.sps > DiffuseSampler | normal_spec_reflect.sps > DiffuseSampler | normal_spec_reflect_alpha.sps > DiffuseSampler | normal_spec_reflect_decal.sps > DiffuseSampler | reflect.sps > DiffuseSampler | reflect_alpha.sps > DiffuseSampler | reflect_decal.sps > DiffuseSampler | spec_reflect_decal.sps > DiffuseSampler
SEM_BF323425E0B499ED,LINEAR_R_OR_RG_BC5,active,1,DetailSampler,"{""A"": ""Не используется; detail mask берётся из 1."", ""B"": ""Не используется."", ""G"": ""Не используется: default_detail собран без NORMAL_MAP."", ""R"": ""Scalar detail sample; normal X не компилируется без NORMAL_MAP.""}",D=.5*Detail(UV*detailSettings.zw)+.5*Detail(UV*detailSettings.zw*3.17); A_detail=1; M=1-D.r*detailSettings.x*A_detail,PC branch смешивает два sample масштаба 1× и 3.17× по 0.5.,default_detail.sps > DetailSampler
SEM_BFA75C6BB98C4904,DIFFUSE_RGBA_AUTO,active,2,DiffuseSampler,"{""A"": ""Вход alpha/opacity поверхности; opaque bucket обычно сам по себе не превращает его в cutout."", ""RGB"": ""Базовый цвет/цвет эмиссии. Освещённое ядро оружия использует цвет после palette/tint-коррекции и возведения RGB в квадрат.""}",D_lit.rgb = adjustedDiffuse.rgb²,Преобразование raw texture-byte в shader sample происходит вне DXBC и здесь не доказано.,weapon_normal_spec_detail_tnt.sps > DiffuseSampler | weapon_normal_spec_tnt.sps > DiffuseSampler
SEM_C237BFBD5C925E9E,LINEAR_RGBA_BC3,active,6,SpecSampler,"{""A"": ""Линейный falloff/exponent input."", ""B"": ""Входит в scalar intensity линейно через specMapIntMask."", ""G"": ""Квадратится и входит в scalar intensity через specMapIntMask."", ""R"": ""Квадратится и входит в scalar intensity через specMapIntMask.""}","I = dot((R²,G²,B), mask)·SpecInt; P = A·SpecFalloff",,cloth_normal_spec.sps > SpecSampler | cloth_normal_spec_alpha.sps > SpecSampler | cloth_normal_spec_cutout.sps > SpecSampler | cloth_normal_spec_tnt.sps > SpecSampler | grass_fur.sps > SpecSampler | grass_fur_mask.sps > SpecSampler
SEM_C4A823C09A445CEE,SKIP_INACTIVE,inactive,1,DiffuseSampler,"{""A"": ""Не задаёт blend; alpha берётся из SpecSampler.G²."", ""RGB"": ""Не читается как цвет: DECAL_SPEC_ONLY возвращает нулевой diffuse.""}",,,decal_spec_only.sps > DiffuseSampler
SEM_C5705D6B86BC8BFE,CUBEMAP_RGB_READY_DDS,active,2,EnvironmentSampler,"{""A"": ""Не используется проверенным путём environment-reflection."", ""RGB"": ""Цвет отражения сэмплируется по процедурному отражённому направлению.""}","R=normalize(reflect(−V,N)); EnvRGB=EnvironmentCube(R.xzy).RGB·reflectivePower","Попиксельной маски отражения нет: reflectivePower задаёт общую силу материала. | Diffuse.A, Spec.A и Spec.RGB напрямую не маскируют, не размывают и не тонируют эту текстуру.",normal_cubemap_reflect.sps > EnvironmentSampler | normal_spec_cubemap_reflect.sps > EnvironmentSampler
